H_estimate,H_error,mu,sigma,T
-0.444813,0.000362804,0.803421,0.618852,0.000174263
-0.444326,0.00036303,0.802883,0.61921,0.000174263
-0.444277,0.000367358,0.802883,0.61921,0.000174263
-0.444638,0.000355934,0.802883,0.61921,0.000174263
-0.44436,0.000366434,0.802883,0.61921,0.000174263
-0.444097,0.000368623,0.802367,0.619278,0.000174263
-0.444651,0.00036651,0.801405,0.618828,0.000174263
-0.4444,0.000359651,0.802047,0.616939,0.000174263
-0.444512,0.000358618,0.802047,0.616939,0.000174263
-0.444803,0.000356864,0.802974,0.618615,0.000172259
-0.443871,0.000395375,0.804838,0.617975,0.000172259
-0.444683,0.000360903,0.805011,0.618049,0.000172259
-0.444592,0.000369575,0.805011,0.618049,0.000172259
-0.444284,0.000368285,0.805011,0.618049,0.000172259
-0.444113,0.000364258,0.805011,0.618049,0.000172259
-0.444824,0.000360002,0.805091,0.618032,0.000172259
-0.444739,0.000358001,0.805091,0.618032,0.000172259
-0.444203,0.000374713,0.805284,0.618093,0.000172259
-0.444161,0.000361473,0.803247,0.615849,0.000172259
-0.444075,0.000363245,0.802434,0.616374,0.000172259
-0.444853,0.000365717,0.80137,0.616759,0.000172259
-0.44448,0.000362141,0.801266,0.618297,0.000172259
-0.444723,0.000359538,0.801322,0.619804,0.000172259
-0.444816,0.000368729,0.801322,0.619804,0.000172259
-0.444367,0.000364417,0.800978,0.620016,0.000172259
-0.444721,0.000357366,0.801194,0.621167,0.000172259
-0.444273,0.0003712,0.800806,0.620733,0.000172259
-0.443928,0.000371815,0.800806,0.620733,0.000172259
-0.443822,0.000383622,0.801034,0.619524,0.000172259
-0.44392,0.000363551,0.801034,0.619524,0.000172259
-0.444218,0.000367374,0.802402,0.620302,0.000172259
-0.444357,0.000374474,0.802402,0.620302,0.000172259
-0.444471,0.000361014,0.801792,0.621935,0.000172259
-0.4444,0.000360694,0.801574,0.621071,0.000172259
-0.444715,0.000370934,0.800815,0.619167,0.000172259
-0.44468,0.00035632,0.800815,0.619167,0.000172259
-0.444715,0.000362744,0.800815,0.619167,0.000172259
-0.444561,0.000359094,0.800815,0.619167,0.000172259
-0.444791,0.000350673,0.800815,0.619167,0.000172259
-0.444441,0.000364195,0.800275,0.620089,0.000172259
-0.444538,0.00036136,0.800275,0.620089,0.000172259
-0.444772,0.000363919,0.800275,0.620089,0.000172259
-0.44441,0.000363149,0.798176,0.619758,0.000172259
-0.44467,0.0003518,0.799562,0.619088,0.000172259
-0.444448,0.000366065,0.799562,0.619088,0.000172259
-0.445072,0.000356514,0.799562,0.619088,0.000172259
-0.444508,0.000359068,0.799562,0.619088,0.000172259
-0.444428,0.00036782,0.801743,0.620007,0.000172259
-0.443645,0.000372661,0.802789,0.620523,0.000172259
-0.444468,0.000365147,0.802025,0.620645,0.000172259
-0.444471,0.000369514,0.802025,0.620645,0.000172259
-0.444351,0.000368393,0.80154,0.61998,0.000172259
-0.444717,0.000357076,0.800951,0.61931,0.000172259
-0.44454,0.000362778,0.800951,0.61931,0.000172259
-0.444291,0.000355206,0.798718,0.618901,0.000172259
-0.444811,0.000360751,0.798718,0.618901,0.000172259
-0.444441,0.000360416,0.797777,0.617887,0.000172259
-0.444857,0.000342818,0.797777,0.617887,0.000172259
-0.443934,0.000362615,0.79602,0.618169,0.000172259
-0.444836,0.000349348,0.795403,0.619182,0.000170277
-0.444496,0.000352137,0.794311,0.619439,0.000170277
-0.444011,0.000358013,0.794311,0.619439,0.000170277
-0.444491,0.000348981,0.79324,0.619664,0.000170277
-0.444213,0.000348108,0.792278,0.619899,0.000170277
-0.444517,0.000357758,0.794025,0.619653,0.000170277
-0.444258,0.00035205,0.793659,0.619546,0.000170277
-0.444698,0.000350284,0.793513,0.619737,0.000170277
-0.444518,0.000349588,0.793618,0.621736,0.000170277
-0.44365,0.00036269,0.792713,0.622835,0.000170277
-0.444441,0.000362159,0.792713,0.622835,0.000170277
-0.443643,0.000369333,0.792713,0.622835,0.000170277
-0.444271,0.000356772,0.793579,0.620122,0.000170277
-0.444237,0.000349259,0.793579,0.620122,0.000170277
-0.443607,0.000366162,0.793446,0.620499,0.000170277
-0.44434,0.000347531,0.792117,0.619206,0.000170277
-0.444277,0.000355155,0.791813,0.619677,0.000170277
-0.443977,0.000348389,0.792938,0.620092,0.000170277
-0.444831,0.000358333,0.79301,0.619924,0.000170277
-0.444134,0.000351974,0.79301,0.619924,0.000170277
-0.444474,0.000350251,0.79301,0.619924,0.000170277
-0.444622,0.000354608,0.793306,0.61952,0.000170277
-0.444194,0.000357526,0.793192,0.61993,0.000170277
-0.444293,0.000356401,0.793192,0.61993,0.000170277
-0.444097,0.00035411,0.792894,0.622488,0.000170277
-0.444019,0.000358392,0.792894,0.622488,0.000170277
-0.443874,0.000358656,0.792894,0.622488,0.000170277
-0.44447,0.000364716,0.791536,0.623761,0.000170277
-0.444251,0.000356123,0.791719,0.624188,0.000170277
-0.443349,0.000360511,0.79111,0.624487,0.000170277
-0.443634,0.000364998,0.791816,0.625426,0.000170277
-0.443484,0.000366034,0.791816,0.625426,0.000170277
-0.443509,0.000365956,0.791816,0.625426,0.000170277
-0.44325,0.000366467,0.791551,0.627053,0.000170277
-0.443677,0.000367247,0.791551,0.627053,0.000170277
-0.443283,0.000376238,0.791451,0.626732,0.000170277
-0.444124,0.000367584,0.791451,0.626732,0.000170277
-0.443579,0.000360142,0.790588,0.627427,0.000170277
-0.443623,0.000368027,0.791967,0.628118,0.000170277
-0.443444,0.000371394,0.792468,0.627478,0.000170277
-0.443859,0.000373157,0.792468,0.627478,0.000170277
-0.44265,0.000375175,0.792468,0.627478,0.000170277
-0.444149,0.000361344,0.792468,0.627478,0.000170277
-0.443562,0.000367529,0.792468,0.627478,0.000170277
-0.443581,0.000367161,0.792468,0.627478,0.000170277
-0.443509,0.000367294,0.792775,0.62698,0.000170277
-0.444009,0.000362465,0.792775,0.62698,0.000170277
-0.443167,0.000374682,0.792107,0.627431,0.000170277
-0.44365,0.000364852,0.791159,0.62806,0.000170277
-0.443894,0.000372459,0.791159,0.62806,0.000170277
-0.442957,0.000371992,0.789137,0.630455,0.000168318
-0.443161,0.00037253,0.788305,0.629868,0.000168318
-0.442239,0.000391644,0.788305,0.629868,0.000168318
-0.44295,0.000371608,0.787828,0.629391,0.000168318
-0.442537,0.000370713,0.787323,0.629309,0.000168318
-0.442746,0.000367797,0.787087,0.62888,0.000168318
-0.443068,0.000361805,0.787087,0.62888,0.000168318
-0.442619,0.000369563,0.785038,0.629142,0.000168318
-0.442692,0.000370084,0.785003,0.628729,0.000168318
-0.442914,0.000365438,0.785003,0.628729,0.000168318
-0.44214,0.000370302,0.785134,0.629043,0.000168318
-0.442389,0.000378381,0.785134,0.629043,0.000168318
-0.443048,0.000358861,0.783808,0.628138,0.000168318
-0.442814,0.000363893,0.783808,0.628138,0.000168318
-0.442553,0.000373129,0.783762,0.628545,0.000168318
-0.442773,0.000373783,0.784065,0.628245,0.000168318
-0.442646,0.000365398,0.785165,0.627499,0.000168318
-0.443008,0.000355869,0.784777,0.625687,0.000168318
-0.443497,0.000356225,0.784777,0.625687,0.000168318
-0.443281,0.000355779,0.784777,0.625687,0.000168318
-0.442638,0.000364793,0.784584,0.626116,0.000168318
-0.44308,0.000357177,0.786357,0.62589,0.000168318
-0.44311,0.000365127,0.786357,0.62589,0.000168318
-0.44329,0.000358004,0.786357,0.62589,0.000168318
-0.443266,0.000364057,0.786357,0.62589,0.000168318
-0.442925,0.000361591,0.784899,0.625225,0.000168318
-0.44327,0.000357616,0.784795,0.626209,0.000168318
-0.443194,0.000358742,0.784795,0.626209,0.000168318
-0.442598,0.000364244,0.786275,0.626941,0.000168318
-0.443359,0.000361614,0.786275,0.626941,0.000168318
-0.443297,0.000354408,0.786788,0.625334,0.000168318
-0.443459,0.000357459,0.786788,0.625334,0.000168318
-0.443515,0.000353861,0.786788,0.625334,0.000168318
-0.443427,0.000360978,0.786788,0.625334,0.000168318
-0.443928,0.000352141,0.786788,0.625334,0.000168318
-0.443355,0.000362226,0.786788,0.625334,0.000168318
-0.443437,0.000381607,0.786788,0.625334,0.000168318
-0.443817,0.000352484,0.786788,0.625334,0.000168318
-0.443317,0.000362542,0.786788,0.625334,0.000168318
-0.443658,0.000355834,0.787917,0.624632,0.000168318
-0.44359,0.000369889,0.787917,0.624632,0.000168318
-0.443203,0.000357892,0.787917,0.624632,0.000168318
-0.443348,0.000358098,0.789629,0.624604,0.000168318
-0.444074,0.000351525,0.789629,0.624604,0.000168318
-0.443657,0.000357089,0.789938,0.62516,0.000168318
-0.444019,0.000359533,0.789938,0.62516,0.000168318
-0.443691,0.000369193,0.790678,0.62358,0.000168318
-0.444776,0.000359312,0.79247,0.622936,0.000168318
-0.444168,0.000359345,0.793563,0.623909,0.000168318
-0.444615,0.000357273,0.793563,0.623909,0.000168318
-0.443917,0.000361713,0.793208,0.624474,0.000166382
-0.444102,0.00036741,0.792792,0.626019,0.000166382
-0.443641,0.000364593,0.792792,0.626019,0.000166382
-0.443911,0.000363671,0.792792,0.626019,0.000166382
-0.443304,0.000378586,0.792117,0.626013,0.000166382
-0.443299,0.000379865,0.792621,0.626263,0.000166382
-0.443156,0.000372915,0.792621,0.626263,0.000166382
-0.443615,0.00037411,0.793517,0.625633,0.000166382
-0.443643,0.000365628,0.793517,0.625633,0.000166382
-0.443788,0.000364061,0.794651,0.625858,0.000166382
-0.443852,0.000363202,0.794104,0.626173,0.000166382
-0.444112,0.000363537,0.793989,0.624747,0.000166382
-0.444115,0.000372195,0.79471,0.623806,0.000166382
-0.443544,0.000384793,0.792983,0.624839,0.000166382
-0.443907,0.000368284,0.792983,0.624839,0.000166382
-0.443838,0.000360654,0.792846,0.623786,0.000166382
-0.44461,0.000351973,0.793174,0.623043,0.000166382
-0.443983,0.000361829,0.793283,0.622991,0.000166382
-0.443641,0.000380261,0.793283,0.622991,0.000166382
-0.443908,0.000364854,0.793387,0.622863,0.000166382
-0.44429,0.000350702,0.79307,0.622173,0.000166382
-0.44391,0.000357772,0.792711,0.621501,0.000166382
-0.444295,0.000361061,0.792711,0.621501,0.000166382
-0.443883,0.000354628,0.791808,0.62178,0.000166382
-0.444027,0.000358126,0.790527,0.621288,0.000166382
-0.444291,0.000347471,0.791317,0.620071,0.000166382
-0.44467,0.00034041,0.791317,0.620071,0.000166382
-0.443998,0.000354111,0.79046,0.621116,0.000166382
-0.443984,0.000356291,0.790373,0.618731,0.000166382
-0.444131,0.000347052,0.790233,0.616437,0.000166382
-0.444012,0.00034217,0.789583,0.616319,0.000166382
-0.444551,0.000352814,0.788842,0.615342,0.000166382
-0.444212,0.000344099,0.789484,0.615985,0.000166382
-0.443733,0.000342036,0.787571,0.617355,0.000166382
-0.444241,0.000338523,0.787788,0.618441,0.000166382
-0.444024,0.000338211,0.787788,0.618441,0.000166382
-0.443586,0.000340317,0.78817,0.617253,0.000166382
-0.443861,0.000344717,0.78817,0.617253,0.000166382
-0.44433,0.000343828,0.78817,0.617253,0.000166382
-0.444091,0.000342656,0.78817,0.617253,0.000166382
-0.443832,0.000343507,0.787648,0.617367,0.000166382
-0.444331,0.000341555,0.786389,0.616388,0.000166382
-0.44361,0.000351851,0.787211,0.617007,0.000166382
-0.444095,0.000340105,0.787211,0.617007,0.000166382
-0.443681,0.000356563,0.785344,0.617536,0.000166382
-0.443369,0.000353955,0.785344,0.617536,0.000166382
-0.443819,0.000343883,0.785344,0.617536,0.000166382
-0.443498,0.000346201,0.785344,0.617536,0.000166382
-0.443197,0.000346802,0.784923,0.615973,0.000166382
-0.444718,0.000333791,0.784923,0.615973,0.000166382
-0.443814,0.00034657,0.785457,0.615791,0.000164468
-0.443658,0.000351024,0.785457,0.615791,0.000164468
-0.443442,0.000351424,0.786254,0.616258,0.000164468
-0.44351,0.000342193,0.786839,0.61662,0.000164468
-0.44366,0.000351986,0.784721,0.616506,0.000164468
-0.443786,0.000344774,0.782898,0.617614,0.000164468
-0.442358,0.000353887,0.781469,0.617011,0.000164468
-0.443536,0.000340642,0.781469,0.617011,0.000164468
-0.443523,0.000336243,0.781469,0.617011,0.000164468
-0.443142,0.000345936,0.781469,0.617011,0.000164468
-0.442937,0.000343335,0.780883,0.615386,0.000164468
-0.443433,0.000335243,0.782306,0.615147,0.000164468
-0.443499,0.000337816,0.782306,0.615147,0.000164468
-0.442379,0.000348258,0.781878,0.614556,0.000164468
-0.443522,0.000337354,0.781878,0.614556,0.000164468
-0.443116,0.000336032,0.783526,0.614365,0.000164468
-0.442928,0.000340569,0.782163,0.615303,0.000164468
-0.442851,0.000340828,0.781049,0.614723,0.000164468
-0.443494,0.000340941,0.780475,0.614186,0.000164468
-0.44306,0.000335875,0.780048,0.614188,0.000164468
-0.443229,0.000334559,0.78108,0.61472,0.000164468
-0.443847,0.000331011,0.781851,0.612761,0.000164468
-0.443037,0.000335226,0.781851,0.612761,0.000164468
-0.442928,0.000336806,0.781851,0.612761,0.000164468
-0.442904,0.000337514,0.781851,0.612761,0.000164468
-0.44294,0.000341535,0.781678,0.613196,0.000164468
-0.443528,0.000347137,0.781785,0.614293,0.000164468
-0.443926,0.00033808,0.781785,0.614293,0.000164468
-0.442762,0.000346141,0.781841,0.61484,0.000164468
-0.44335,0.000344802,0.781841,0.61484,0.000164468
-0.442952,0.000331946,0.78155,0.614521,0.000164468
-0.443104,0.000345163,0.78155,0.614521,0.000164468
-0.443026,0.000336067,0.780682,0.61417,0.000164468
-0.442868,0.000329967,0.780682,0.61417,0.000164468
-0.442521,0.000344407,0.780371,0.614555,0.000164468
-0.442701,0.000345796,0.780371,0.614555,0.000164468
-0.442662,0.000337823,0.781804,0.616588,0.000164468
-0.443519,0.000340661,0.782783,0.615113,0.000164468
-0.443354,0.000342378,0.782527,0.616553,0.000164468
-0.443943,0.000341668,0.783477,0.616331,0.000164468
-0.443324,0.000341866,0.783477,0.616331,0.000164468
-0.443231,0.000344108,0.781829,0.6161,0.000164468
-0.443398,0.000342707,0.781829,0.6161,0.000164468
-0.443209,0.000343107,0.782775,0.616768,0.000164468
-0.44338,0.000351134,0.782775,0.616768,0.000164468
-0.443539,0.000349389,0.783726,0.617288,0.000164468
-0.443405,0.000340397,0.782866,0.617007,0.000164468
-0.443403,0.000336711,0.782012,0.617144,0.000164468
-0.442858,0.000343523,0.782264,0.615887,0.000164468
-0.443596,0.000343163,0.782325,0.616427,0.000164468
-0.44312,0.0003495,0.782968,0.61634,0.000162576
-0.443506,0.000350068,0.783449,0.617448,0.000162576
-0.443029,0.000343924,0.782342,0.618325,0.000162576
-0.4437,0.00033909,0.781542,0.61694,0.000162576
-0.443357,0.000334586,0.781296,0.616661,0.000162576
-0.442933,0.000343845,0.781296,0.616661,0.000162576
-0.443243,0.000335593,0.78104,0.616562,0.000162576
-0.44363,0.000353408,0.783904,0.617438,0.000162576
-0.443798,0.000344086,0.783904,0.617438,0.000162576
-0.443247,0.000356777,0.783904,0.617438,0.000162576
-0.443674,0.000343197,0.783904,0.617438,0.000162576
-0.443581,0.000344299,0.783699,0.616923,0.000162576
-0.443083,0.000348305,0.783282,0.615447,0.000162576
-0.443246,0.000338352,0.782318,0.615674,0.000162576
-0.442887,0.000336966,0.782253,0.616888,0.000162576
-0.443222,0.000342901,0.783177,0.617866,0.000162576
-0.443279,0.000343185,0.783177,0.617866,0.000162576
-0.444041,0.000344341,0.784123,0.617607,0.000162576
-0.443608,0.000345322,0.784123,0.617607,0.000162576
-0.443432,0.000351189,0.783279,0.617703,0.000162576
-0.443099,0.000345758,0.783279,0.617703,0.000162576
-0.443601,0.000357884,0.783279,0.617703,0.000162576
-0.443429,0.000337296,0.783257,0.618371,0.000162576
-0.443576,0.000347699,0.783257,0.618371,0.000162576
-0.442848,0.000347018,0.783808,0.618109,0.000162576
-0.443741,0.000338613,0.783808,0.618109,0.000162576
-0.443622,0.000349446,0.785329,0.619298,0.000162576
-0.443977,0.000341085,0.785329,0.619298,0.000162576
-0.443685,0.000350019,0.784822,0.619935,0.000162576
-0.443398,0.000340521,0.784822,0.619935,0.000162576
-0.444254,0.000348782,0.784008,0.619704,0.000162576
-0.443688,0.000348474,0.783822,0.620545,0.000162576
-0.44313,0.000341328,0.783081,0.620505,0.000162576
-0.44371,0.000346133,0.783081,0.620505,0.000162576
-0.443747,0.000347307,0.783755,0.620279,0.000162576
-0.443539,0.000345365,0.783773,0.62061,0.000162576
-0.444219,0.000344368,0.783773,0.62061,0.000162576
-0.443462,0.000345484,0.783773,0.62061,0.000162576
-0.443046,0.000350459,0.783952,0.620542,0.000162576
-0.4432,0.000350596,0.783952,0.620542,0.000162576
-0.443737,0.000346697,0.783952,0.620542,0.000162576
-0.443636,0.000344098,0.784758,0.621382,0.000162576
-0.443745,0.000347667,0.784084,0.620005,0.000162576
-0.443387,0.000353611,0.785809,0.618905,0.000162576
-0.443638,0.000350891,0.785798,0.619681,0.000162576
-0.44367,0.000357728,0.785798,0.619681,0.000162576
-0.443445,0.000347818,0.785798,0.619681,0.000162576
-0.443919,0.000343675,0.785605,0.618404,0.000162576
-0.443524,0.000348766,0.78674,0.618683,0.000162576
-0.444261,0.000342629,0.786066,0.617614,0.000162576
-0.443905,0.000353094,0.787705,0.616943,0.000160705
-0.444068,0.000340713,0.787705,0.616943,0.000160705
-0.444091,0.000348133,0.787705,0.616943,0.000160705
-0.443765,0.000341604,0.787013,0.615427,0.000160705
-0.444138,0.000345885,0.787013,0.615427,0.000160705
-0.443639,0.000354975,0.787078,0.614169,0.000160705
-0.443763,0.000342198,0.787078,0.613801,0.000160705
-0.444334,0.000335624,0.787078,0.613801,0.000160705
-0.443629,0.00033757,0.787078,0.613801,0.000160705
-0.444159,0.000336548,0.788164,0.612422,0.000160705
-0.444223,0.000347033,0.788565,0.612682,0.000160705
-0.443473,0.000346297,0.787397,0.612557,0.000160705
-0.443634,0.000337055,0.788595,0.61232,0.000160705
-0.443441,0.000348593,0.787088,0.613003,0.000160705
-0.443884,0.000340649,0.787357,0.613348,0.000160705
-0.443756,0.000338762,0.787229,0.614096,0.000160705
-0.443963,0.000345643,0.787229,0.614096,0.000160705
-0.443906,0.000347097,0.787447,0.614271,0.000160705
-0.444307,0.000342262,0.787569,0.615495,0.000160705
-0.443807,0.000343942,0.787928,0.614258,0.000160705
-0.444018,0.0003467,0.788155,0.614608,0.000160705
-0.443804,0.000342397,0.788155,0.614608,0.000160705
-0.443534,0.000351019,0.788155,0.614608,0.000160705
-0.44406,0.000343779,0.788155,0.614608,0.000160705
-0.444162,0.000346823,0.788155,0.614608,0.000160705
-0.444029,0.000345947,0.788549,0.613147,0.000160705
-0.443815,0.000336352,0.788549,0.613147,0.000160705
-0.444197,0.000341432,0.788549,0.613147,0.000160705
-0.444172,0.000342569,0.788802,0.612017,0.000160705
-0.444322,0.000335505,0.787214,0.613324,0.000160705
-0.443904,0.000340188,0.78616,0.612322,0.000160705
-0.443761,0.000336221,0.785043,0.613639,0.000160705
-0.443944,0.000341144,0.785576,0.612274,0.000160705
-0.443629,0.000339739,0.786647,0.613633,0.000160705
-0.443692,0.00034278,0.787462,0.612682,0.000160705
-0.443383,0.000342876,0.788725,0.613033,0.000160705
-0.44351,0.000348586,0.790737,0.612313,0.000160705
-0.443997,0.000350776,0.791396,0.612343,0.000160705
-0.444335,0.000344608,0.791396,0.612343,0.000160705
-0.444004,0.000351485,0.791396,0.612343,0.000160705
-0.444465,0.000339568,0.790991,0.611778,0.000160705
-0.443351,0.000348018,0.790991,0.611778,0.000160705
-0.444516,0.000349249,0.790991,0.611778,0.000160705
-0.444418,0.000341959,0.790809,0.613149,0.000160705
-0.443798,0.000340818,0.790144,0.612981,0.000160705
-0.444344,0.000342085,0.789657,0.614022,0.000160705
-0.44429,0.000342298,0.788624,0.614521,0.000160705
-0.444016,0.000345947,0.78817,0.614421,0.000160705
-0.444482,0.000347839,0.789526,0.613981,0.000160705
-0.444162,0.000348362,0.789526,0.613981,0.000160705
-0.444093,0.000347879,0.789526,0.613981,0.000158857
-0.443956,0.000342267,0.79023,0.614687,0.000158857
-0.444092,0.000344137,0.79023,0.614687,0.000158857
-0.44435,0.00034323,0.790433,0.613711,0.000158857
-0.444465,0.000337896,0.790433,0.613711,0.000158857
-0.443643,0.000349635,0.788751,0.613588,0.000158857
-0.443944,0.000338517,0.789471,0.612676,0.000158857
-0.444308,0.000340342,0.789771,0.612512,0.000158857
-0.444148,0.00034178,0.789771,0.612512,0.000158857
-0.444267,0.000335328,0.789771,0.612512,0.000158857
-0.444019,0.000344166,0.789811,0.613942,0.000158857
-0.444124,0.000344442,0.789811,0.613942,0.000158857
-0.444016,0.000344081,0.789894,0.613111,0.000158857
-0.443675,0.000354844,0.789894,0.613111,0.000158857
-0.444278,0.000344945,0.788014,0.611916,0.000158857
-0.443819,0.000340314,0.788082,0.613063,0.000158857
-0.4443,0.000346321,0.789548,0.61345,0.000158857
-0.444235,0.000352724,0.789548,0.61345,0.000158857
-0.444701,0.000334077,0.789548,0.61345,0.000158857
-0.444335,0.000338451,0.789548,0.61345,0.000158857
-0.444333,0.000339901,0.789548,0.61345,0.000158857
-0.444841,0.000344699,0.790714,0.614066,0.000158857
-0.444153,0.000344205,0.790714,0.614066,0.000158857
-0.444546,0.000338412,0.791625,0.615328,0.000158857
-0.444554,0.000342843,0.791625,0.615328,0.000158857
-0.444795,0.000344254,0.791625,0.615328,0.000158857
-0.444258,0.000352476,0.791247,0.616229,0.000158857
-0.444316,0.000348437,0.791618,0.618057,0.000158857
-0.444383,0.000350123,0.792149,0.616893,0.000158857
-0.444435,0.000344592,0.791346,0.616329,0.000158857
-0.443993,0.000349723,0.791346,0.616329,0.000158857
-0.444187,0.000346233,0.791781,0.616036,0.000158857
-0.444341,0.000350402,0.792885,0.61684,0.000158857
-0.444293,0.000344837,0.793645,0.615619,0.000158857
-0.44424,0.000353819,0.793645,0.615619,0.000158857
-0.444391,0.000348763,0.793645,0.615619,0.000158857
-0.444199,0.000354373,0.793645,0.615619,0.000158857
-0.444022,0.000343198,0.792553,0.614684,0.000158857
-0.4444,0.000344953,0.791795,0.615042,0.000158857
-0.444745,0.000342705,0.791795,0.615042,0.000158857
-0.444665,0.000343306,0.792042,0.614601,0.000158857
-0.44403,0.000347208,0.790544,0.615903,0.000158857
-0.444147,0.000354109,0.790544,0.615903,0.000158857
-0.444299,0.000345234,0.790544,0.615903,0.000158857
-0.443744,0.000354814,0.790544,0.615903,0.000158857
-0.444764,0.000344729,0.790544,0.615903,0.000158857
-0.444301,0.000352148,0.791061,0.617579,0.000158857
-0.444176,0.000345797,0.791192,0.618186,0.000158857
-0.444776,0.000344691,0.789837,0.617734,0.000158857
-0.443982,0.000349812,0.790967,0.61747,0.000158857
-0.44432,0.000347437,0.790967,0.61747,0.000157029
-0.44413,0.000349424,0.790967,0.61747,0.000157029
-0.444456,0.00034985,0.791393,0.616779,0.000157029
-0.44434,0.0003502,0.791393,0.616779,0.000157029
-0.44382,0.000349097,0.791393,0.616779,0.000157029
-0.443945,0.000350349,0.790955,0.617497,0.000157029
-0.44409,0.00035243,0.790674,0.616743,0.000157029
-0.444268,0.000343658,0.790674,0.616743,0.000157029
-0.444273,0.000344095,0.790674,0.616743,0.000157029
-0.44428,0.000337724,0.791726,0.615123,0.000157029
-0.444325,0.000344066,0.790997,0.616082,0.000157029
-0.444819,0.000350745,0.791623,0.616061,0.000157029
-0.444463,0.000340999,0.792076,0.614721,0.000157029
-0.444747,0.000345182,0.793367,0.615882,0.000157029
-0.444339,0.000348063,0.793367,0.615882,0.000157029
-0.444691,0.000350078,0.793882,0.615759,0.000157029
-0.444443,0.000351685,0.793882,0.615759,0.000157029
-0.444579,0.000350809,0.793835,0.612884,0.000157029
-0.444369,0.000355306,0.79474,0.612356,0.000157029
-0.444592,0.000345862,0.792522,0.612636,0.000157029
-0.444426,0.000338722,0.792468,0.613315,0.000157029
-0.444313,0.000350765,0.793151,0.612434,0.000157029
-0.44419,0.000339772,0.794356,0.612877,0.000157029
-0.444701,0.000338356,0.793786,0.611178,0.000157029
-0.444168,0.000345421,0.792069,0.610881,0.000157029
-0.444201,0.000337035,0.792069,0.610881,0.000157029
-0.444163,0.000349401,0.79148,0.610075,0.000157029
-0.444024,0.000342175,0.79148,0.610075,0.000157029
-0.443613,0.000343752,0.789809,0.608668,0.000157029
-0.443596,0.000343009,0.788844,0.609586,0.000157029
-0.443538,0.000339977,0.788844,0.609586,0.000157029
-0.443798,0.000342608,0.788844,0.609586,0.000157029
-0.44459,0.000349226,0.790589,0.6098,0.000157029
-0.443475,0.000342619,0.790589,0.6098,0.000157029
-0.444272,0.000336752,0.792531,0.607808,0.000157029
-0.444294,0.000347649,0.792531,0.607808,0.000157029
-0.443763,0.000343775,0.792531,0.607808,0.000157029
-0.443846,0.00034718,0.792531,0.607808,0.000157029
-0.44443,0.00033647,0.792531,0.607808,0.000157029
-0.443481,0.000355492,0.793865,0.609773,0.000157029
-0.444151,0.000353047,0.792578,0.608962,0.000157029
-0.443731,0.000349623,0.792578,0.608962,0.000157029
-0.443804,0.000339078,0.79387,0.608428,0.000157029
-0.443984,0.000346068,0.79387,0.608428,0.000157029
-0.443422,0.000343688,0.79387,0.608428,0.000157029
-0.443952,0.000344047,0.79387,0.608428,0.000157029
-0.444263,0.000338869,0.79387,0.608428,0.000157029
-0.443675,0.000345413,0.794018,0.60711,0.000157029
-0.443721,0.000341234,0.793198,0.607169,0.000157029
-0.443635,0.000341414,0.793288,0.606426,0.000157029
-0.443922,0.000349876,0.79404,0.607005,0.000155223
-0.444187,0.000342894,0.79404,0.607005,0.000155223
-0.443982,0.000341075,0.79404,0.607005,0.000155223
-0.443872,0.000349468,0.79404,0.607005,0.000155223
-0.444004,0.000343508,0.79404,0.607005,0.000155223
-0.444378,0.000344129,0.79404,0.607005,0.000155223
-0.444176,0.000344676,0.79404,0.607005,0.000155223
-0.443469,0.00035195,0.79404,0.607005,0.000155223
-0.443609,0.000346127,0.7935,0.607245,0.000155223
-0.444008,0.000350277,0.792835,0.608376,0.000155223
-0.444077,0.000341333,0.793629,0.608559,0.000155223
-0.444217,0.000340615,0.793629,0.608559,0.000155223
-0.443704,0.000343831,0.793629,0.608559,0.000155223
-0.443509,0.000348468,0.793907,0.608186,0.000155223
-0.443841,0.000338911,0.794824,0.608765,0.000155223
-0.443943,0.000353728,0.794703,0.607038,0.000155223
-0.443892,0.000346463,0.796707,0.607421,0.000155223
-0.443913,0.000343731,0.799469,0.605522,0.000155223
-0.443788,0.000343751,0.797922,0.6056,0.000155223
-0.443813,0.000345663,0.797922,0.6056,0.000155223
-0.443793,0.000349947,0.797439,0.605824,0.000155223
-0.443617,0.000345575,0.797537,0.606195,0.000155223
-0.443977,0.000341394,0.797537,0.606195,0.000155223
-0.443601,0.000346342,0.797537,0.606195,0.000155223
-0.443757,0.00034158,0.797206,0.607217,0.000155223
-0.443949,0.00034285,0.795885,0.605883,0.000155223
-0.443904,0.000342266,0.795594,0.606079,0.000155223
-0.443349,0.000348198,0.795594,0.606079,0.000155223
-0.443548,0.000347905,0.795594,0.606079,0.000155223
-0.443296,0.000349056,0.795594,0.606079,0.000155223
-0.443827,0.000350472,0.796439,0.607558,0.000155223
-0.444237,0.000347741,0.796928,0.608097,0.000155223
-0.444183,0.000349887,0.797262,0.609227,0.000155223
-0.444303,0.000352387,0.797262,0.609227,0.000155223
-0.444037,0.000350246,0.798849,0.609482,0.000155223
-0.444145,0.000350397,0.798547,0.611132,0.000155223
-0.444676,0.00035647,0.797766,0.612551,0.000155223
-0.444594,0.000357287,0.798207,0.612566,0.000155223
-0.444332,0.000356883,0.799144,0.611261,0.000155223
-0.444098,0.000350495,0.799144,0.611261,0.000155223
